price,area,price_per_sqft,longitude,latitude
0.37374999999999997,757.235,0.001098202473708425,28.3933996,77.0466318
1.4833333333333334,5322.613333333334,0.0003044606414617,77.021,28.448400000000003
2.7857142857142856,1484.8799999999999,0.0057821344506924005,77.0009,28.4537
3.729795918367347,14474.835102040817,0.002397081242365782,76.9715,28.475
0.7424999999999999,1104.2450000000001,0.0013236253714346625,77.0114,28.4952
1.266,899.5360000000001,0.0031918840074793204,77.0003,28.500700000000002
3.343098591549296,2889.438873239437,0.0023187323688601317,76.983,28.5134
4.008,2993.432,0.00134010811041528,77.0106,28.4469
0.8747058823529412,2143.1388235294116,0.000489978952887359,77.0202,28.4531
1.68,677.88,0.0062570485777536005,77.0197,28.5145
1.8275,1106.935,0.0029612513784469437,77.0183,28.5189
0.5242592592592593,1264.3,0.0006044612890870681,77.032,28.4723
7.096666666666667,3184.9600000000005,0.002185943961036833,77.0464,28.462100000000003
1.5363636363636362,1782.2472727272727,0.0006405986587725,77.0608,28.479100000000003
6.391034482758621,4247.41724137931,0.0019103031379296069,77.032,28.5095
5.283333333333333,4031.4133333333334,0.0013610109970900001,77.0723,28.5134
1.4666666666666668,785.48,0.0019242999416481,77.064,28.5072
4.2,2553.7066666666665,0.0026815538972875265,77.0478,28.5121
6.998095238095239,2621.3409523809523,0.0038594504447983812,77.1038,28.4939
10.760181818181817,3221.3483636363635,0.005146460000701682,77.086,28.4844
11.887551020408164,4704.315918367347,0.004204730802112206,77.1032,28.475699999999996
4.81125,1900.4850000000001,0.0026025028176256374,77.0917,28.4658
8.675882352941176,2944.758823529412,0.0029531204322806146,77.0865,28.4728
0.67,1070.6200000000001,0.0026613117365905,77.0176,28.4909
4.8475,4301.3099999999995,0.001220536988646375,77.0579,28.4604
3.7040259740259738,4156.154805194805,0.00250052508837609,77.0207,28.442
1.2016666666666667,1176.4266666666667,0.0019265487279871666,77.0022,28.415499999999998
1.21,989.92,0.001222320995636,76.9999,28.4375
2.77,1739.5333333333335,0.004815443407707066,76.9703,28.4478
3.92,2232.102222222222,0.0018640658307640333,77.043,28.4347
4.9712499999999995,3238.76,0.0015463915798837875,77.0515,28.4434
3.2825,34493.869999999995,0.0009229363114760923,77.0107,28.4738
3.1823076923076927,1599.9292307692308,0.0020618261316073844,77.0567,28.4498
7.281818181818182,2768.2545454545457,0.002546262031918909,77.0632,28.4557
3.580571428571429,1501.7885714285715,0.003681425597863051,77.102,28.4576
7.338877551020409,2467.5534693877553,0.004186801270162886,77.0772,28.4629
5.6108,2574.0072,0.003119525563036818,77.066,28.4466
5.049302325581396,2424.7534883720928,0.0021258604204343746,77.0586,28.4374
7.1946666666666665,2976.574666666667,0.0028318959139073466,77.0492,28.4276
3.8691666666666666,2203.11,0.0016887535359581167,77.0359,28.4177
6.179,3014.952,0.00549717752787244,77.048,28.4121
3.05,1431.08,0.00405391541543955,77.0176,28.4794
6.114999999999999,2699.8633333333332,0.002738334699399983,77.0628,28.4178
4.927142857142857,2392.306666666667,0.0031131442055048904,77.0686,28.432
3.7511764705882356,2278.5882352941176,0.002153868068738297,77.0785,28.4379
9.47375,3076.0150000000003,0.00305198877431805,77.1089,28.4348
5.5233333333333325,2592.0840000000003,0.0022919376335400737,77.11,28.428100000000004
4.304545454545455,2117.7636363636366,0.0021401538888768906,77.0991,28.4245
4.921549295774648,2418.423661971831,0.0027040586288115463,77.0752,28.4232
5.746666666666666,2267.968888888889,0.004204192655728811,77.0975,28.4003
3.356666666666667,1631.9333333333334,0.0020568279941971667,77.0886,28.4139
5.756666666666667,2319.3777777777777,0.003913020366857766,77.0867,28.3971
5.942,2020.7279999999998,0.0053345085831145,77.0888,28.3923
8.0264,3288.256,0.002454750970742828,77.069,28.403
7.722222222222222,2660.1111111111113,0.0029374898576193112,77.0541,28.3925
5.611904761904762,3569.2457142857143,0.003735966510193424,77.0608,28.3859
2.9323076923076927,2257.9446153846156,0.0011818306612229538,77.0372,28.396
0.8875000000000001,815.0699999999999,0.0025889537971321747,77.0341,28.3966
2.674285714285714,1776.1685714285716,0.0014675331473644,77.0143,28.4644
7.621212121212121,3588.29696969697,0.003524539892850282,77.0118,28.4072
1.6831578947368422,1028.4294736842105,0.003337310008264968,76.9729,28.3733
3.79625,2411.585,0.00163498791199075,76.96,28.3935
4.7509999999999994,2216.56,0.0025572443040828,76.9686,28.3858
3.040810810810811,2395.6994594594594,0.0016151971956645432,76.9647,28.3986
1.72375,1106.935,0.002991999160109125,76.9513,28.4042
2.332,884.4720000000001,0.0071115477739084,76.9571,28.422000000000004
2.269811320754717,1739.262641509434,0.0021746443511958167,76.9557,28.4347
2.2582926829268293,1877.7512195121951,0.0017200375852430149,76.9542,28.444600000000005
2.5505555555555555,1673.7777777777778,0.004667618819741527,76.9439,28.4253
2.479230769230769,1939.283076923077,0.0012715921845521383,77.0,28.4603
3.9924,3080.3728,0.001696864368583216,76.9225,28.4014
3.82,3081.395,0.0012262562710728,76.9153,28.4079
1.6742857142857142,1168.2285714285715,0.002747247864753521,76.9326,28.4153
1.187674418604651,1235.1479069767443,0.001420991945768414,76.9081,28.417200000000005
4.853260869565218,3478.053043478261,0.001924142969275937,76.9614,28.464000000000002
1.389318181818182,1192.4036363636365,0.0018505750241548365,76.9542,28.456099999999996
